1385317378,"comb_art","Random","NOUP",100000000,1,0.001000,1,0.164748,0.000000,0.322934,1443471377,2440,273651,1694,2389,211,2440,0,24421,24406,0,0,0,600,2,191,16,2,LOWER_BOUND
1385317378,"comb_art","Random","NOUP",100000000,10,0.001000,1,0.164748,0.000000,0.909836,15408731924548745167,31185,2198804,17496,16654,2604,31185,0,24462,24347,0,0,0,600,17,2397,172,18,LOWER_BOUND
1385317379,"comb_art","Random","NOUP",100000000,100,0.001000,0,0.164748,0.000000,1.508794,12042285812112294852,296974,15604299,161452,190117,24667,296974,0,24721,23941,0,0,0,600,109,22781,1619,158,LOWER_BOUND
1385317380,"comb_art","Random","NOUP",100000000,1000,0.001000,0,0.164748,0.000000,2.382781,4545171350811676048,2871887,101454334,1569804,1705687,238022,2871887,0,25928,21306,0,0,0,600,868,219758,15833,1563,LOWER_BOUND
1385317383,"comb_art","Random","NOUP",100000000,10000,0.001000,0,0.164748,0.000000,4.882946,3221066738875365932,24887449,444314317,13291291,11600819,2060933,24887449,0,25082,10718,0,0,0,600,6498,1905094,137015,12326,LOWER_BOUND
1385317394,"comb_art","Random","NOUP",100000000,100000,0.001000,0,0.164748,0.000000,10.691366,14566613402775646843,92483687,805637815,45489983,6705460,7620639,92483687,0,3569,134,0,0,0,600,12669,7069344,506991,31635,LOWER_BOUND
1385317399,"comb_art","Random","NOUP",100000000,1000000,0.001000,0,0.164748,0.000000,11.684986,189816929836628283,99900235,807512994,48595924,291,8226474,99900235,0,26,21,0,0,0,600,12010,7634499,547829,32136,LOWER_BOUND
1385317408,"comb_art","Random","NOUP",100000000,10000000,0.001000,0,0.164748,0.000000,15.656492,17906180308065307764,99900235,807512994,48595924,291,8226474,99900235,0,26,21,0,0,0,600,12010,7634499,547829,32136,LOWER_BOUND
1385317453,"comb_art","Random","NOUP",100000000,100000000,0.001000,0,0.164748,0.000000,55.327716,13639690929317951765,99900235,807512994,48595924,291,8226474,99900235,0,26,21,0,0,0,600,12010,7634499,547829,32136,LOWER_BOUND
1385317854,"comb_art","Random","NOUP",100000000,1000000000,0.001000,0,0.164748,0.000000,452.022522,17667060741672794893,99900235,807512994,48595924,291,8226474,99900235,0,26,21,0,0,0,600,12010,7634499,547829,32136,LOWER_BOUND
